"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,16976,12505,12505,12505,12505,12386,12505,12505,12100,11976,12505
2002,34031,24824,24828,24824,24824,24828,24828,24824,25387,25055,24824
2003,40739,33630,33699,33630,33631,33699,33699,33631,32855,32856,33631
2004,24614,17794,17781,17370,17650,16643,17795,17794,17975,18025,17794
2005,11424,9546,9546,9546,9546,9546,9546,9546,9853,9853,9546
