"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,31342,25444,25493,25444,25493,25493,25440,25444,25649,25939,25444
1996,37245,31070,31794,31080,31958,31439,31642,31915,31249,32630,31915
1997,36810,33494,33448,33501,33489,33460,33447,33492,33924,33917,33492
1998,29585,23546,23390,23546,23546,23390,23390,23546,24160,24160,23546
1999,32410,26403,26403,26403,26402,26405,26403,26402,26297,26297,26402
