"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,79593,64923,65167,64923,65190,65688,65041,65190,63364,63630,65190
1996,222562,182074,182048,182096,182109,181997,182108,181969,181722,181270,181969
1997,78438,67024,68105,67689,67443,67474,66106,67243,67018,66743,67243
1998,36014,24201,26082,25812,26153,28373,24170,24201,24543,24774,24201
1999,79925,71420,72056,72320,72089,72271,71319,71231,69896,68918,71231
