"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,96741,79691,79935,79691,79958,79668,79808,79958,79779,80046,79958
1996,240058,196582,196550,196604,196610,196498,196617,196477,196735,196266,196477
1997,99271,85066,84677,85066,84021,84033,84149,85285,85066,85269,85285
1998,53887,42281,42281,42281,42281,42281,42281,42281,42824,42824,42281
1999,103661,89907,89813,89906,89860,89708,89812,89859,88867,88852,89859
