"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,17443,14489,13945,13021,14447,11394,14121,13302,12789,11577,13302
2002,15975,15490,15771,14449,15703,13903,15478,15785,16521,16082,15785
2003,16281,15978,16375,14406,14971,14231,15992,16251,17759,18717,16251
2004,15487,14111,14405,13896,14150,12344,14126,14111,14282,13992,14111
2005,21746,17600,16664,15578,16774,15731,17610,17609,17737,17765,17609
