"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,24916,16182,16430,15131,15604,14555,16159,15323,15095,16561,15323
2002,18116,15632,17223,14981,16104,15829,15625,16789,18513,19270,16789
2003,24059,19056,19059,19056,19056,19059,19059,19056,19919,20348,19056
2004,21847,15669,17087,15578,17017,17959,15646,15618,16203,17732,15618
2005,36376,25841,26021,25936,25840,27841,25840,25839,25538,25622,25839
