"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,19340,15473,16463,15209,15989,14647,15556,15473,15283,13525,15473
2002,33510,24902,24471,24663,24474,24465,24903,24897,25460,25795,24897
2003,40935,34145,34169,34145,34145,34169,34169,34145,32998,32998,34145
2004,15620,16341,16304,15974,16310,11299,16361,16338,16195,15949,16338
2005,30512,20646,20623,20635,20623,20623,20646,20646,20725,20847,20646
