"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,30302,18384,18387,18384,18387,18384,18384,18384,17519,17518,18384
2002,66020,54629,56299,54633,56392,56300,54639,54501,50589,50286,54501
2003,83644,76708,76658,76708,76709,76656,76658,76709,76802,76803,76709
2004,63232,65409,65364,65416,65412,65354,65355,65410,65397,65397,65410
2005,58034,35608,35608,35608,35608,35608,35608,35608,35624,35652,35608
