"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,18512,14768,14768,14768,14768,14768,14768,14768,16416,16416,14768
1996,6115,12633,12701,13947,12588,14501,12712,12657,11839,11836,12657
1997,10985,20032,20034,19373,19579,19412,19400,19783,16617,16387,19783
1998,10245,16261,16262,16261,16261,16262,16262,16261,16261,16261,16261
1999,6817,12495,13171,12469,12912,14590,12454,12487,12739,12686,12487
