"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
2001,2626,1708,1739,1685,1635,2050,1420,1934,2496,1496,1934
2002,4639,1508,1784,2997,1689,5913,2113,1344,2238,2461,1344
2003,2142,1405,1988,1318,2417,4730,1696,1245,2199,2264,1245
2004,7065,3767,3873,3839,3890,10289,6956,3806,7096,7017,3806
2005,4825,1775,2093,1903,1766,5502,2369,1940,3482,3337,1940
