"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,17148,17734,15964,17734,15802,13981,17733,17734,17849,18922,17734
1996,22646,18402,16825,17902,16819,16811,18397,18402,18245,20272,18402
1997,20833,18042,16572,17377,16578,16559,18043,18042,18049,18526,18042
1998,17873,18081,16199,16469,16128,13908,18111,18081,18281,18050,18081
1999,23736,18487,17757,17586,17771,17437,18493,18628,18971,19934,18628
