"year","unregulated","BiOp","lowApril","Recess","LowRecess","BiOpTrib","LowSummer","NMFS1","Corps1","Corps2","OSU1"
1995,20482,19202,18742,18988,18147,17623,19122,19203,19039,20021,19203
1996,23965,19333,19331,18992,18664,18690,19333,19333,19714,21301,19333
1997,20833,18078,17673,17630,17215,17211,18078,18078,18378,19685,18078
1998,20027,18219,17120,16703,17370,15118,18251,18219,18404,18595,18219
1999,26161,21684,21509,21490,21495,21492,21687,21824,20869,21128,21824
